STATIONS_ID;MESS_DATUM;QN_8;  R1;RS_IND;WRTR;eor
       4878;2021061403;    3;   0.0;   0;-999;eor
       4878;2021061404;    3;   0.0;   0;-999;eor
       4878;2021061405;    3;   0.0;   0;-999;eor
       4878;2021061406;    3;   0.0;   0;-999;eor
       4878;2021061407;    3;   0.0;   0;-999;eor
       4878;2021061408;    3;   0.0;   0;-999;eor
       4878;2021061409;    3;   0.0;   0;-999;eor
       4878;2021061410;    3;   0.0;   0;-999;eor
       4878;2021061411;    3;   0.0;   0;-999;eor
       4878;2021061412;    3;   0.0;   0;-999;eor
       4878;2021061413;    3;   0.0;   0;-999;eor
       4878;2021061414;    3;   0.0;   0;-999;eor
       4878;2021061415;    3;   0.0;   0;-999;eor
       4878;2021061416;    3;   0.0;   0;-999;eor
       4878;2021061417;    3;   0.0;   0;-999;eor
       4878;2021061418;    3;   0.0;   0;-999;eor
       4878;2021061419;    3;   0.0;   0;-999;eor
       4878;2021061420;    3;   0.0;   0;-999;eor
       4878;2021061421;    3;   0.0;   0;-999;eor
       4878;2021061422;    3;   0.0;   0;-999;eor
       4878;2021061423;    3;   0.0;   0;-999;eor
       4878;2021061500;    3;   0.0;   0;-999;eor
       4878;2021061501;    3;   0.0;   0;-999;eor
       4878;2021061502;    3;   0.0;   0;-999;eor
       4878;2021061503;    3;   0.0;   0;-999;eor
       4878;2021061504;    3;   0.0;   0;-999;eor
       4878;2021061505;    3;   0.0;   0;-999;eor
       4878;2021061506;    3;   0.0;   0;-999;eor
       4878;2021061507;    3;   0.0;   0;-999;eor
       4878;2021061508;    3;   0.0;   0;-999;eor
       4878;2021061509;    3;   0.0;   0;-999;eor
       4878;2021061510;    3;   0.0;   0;-999;eor
       4878;2021061511;    3;   0.0;   0;-999;eor
       4878;2021061512;    3;   0.0;   0;-999;eor
       4878;2021061513;    3;   0.0;   0;-999;eor
       4878;2021061514;    3;   0.0;   0;-999;eor
       4878;2021061515;    3;   0.0;   0;-999;eor
       4878;2021061516;    3;   0.0;   0;-999;eor
       4878;2021061517;    3;   0.0;   0;-999;eor
       4878;2021061518;    3;   0.0;   0;-999;eor
       4878;2021061519;    3;   0.0;   0;-999;eor
       4878;2021061520;    3;   0.0;   0;-999;eor
       4878;2021061521;    3;   0.0;   0;-999;eor
       4878;2021061522;    3;   0.0;   0;-999;eor
       4878;2021061523;    3;   0.0;   0;-999;eor
       4878;2021061600;    3;   0.0;   0;-999;eor
       4878;2021061601;    3;   0.0;   0;-999;eor
       4878;2021061602;    3;   0.0;   0;-999;eor
       4878;2021061603;    3;   0.0;   0;-999;eor
       4878;2021061604;    3;   0.0;   0;-999;eor
       4878;2021061605;    3;   0.0;   0;-999;eor
       4878;2021061606;    3;   0.0;   0;-999;eor
       4878;2021061607;    3;   0.0;   0;-999;eor
       4878;2021061608;    3;   0.0;   0;-999;eor
       4878;2021061609;    3;   0.0;   0;-999;eor
       4878;2021061610;    3;   0.0;   0;-999;eor
       4878;2021061611;    3;   0.0;   0;-999;eor
       4878;2021061612;    3;   0.0;   0;-999;eor
       4878;2021061613;    3;   0.0;   0;-999;eor
       4878;2021061614;    3;   0.0;   0;-999;eor
       4878;2021061615;    3;   0.0;   0;-999;eor
       4878;2021061616;    3;   0.0;   0;-999;eor
       4878;2021061617;    3;   0.0;   0;-999;eor
       4878;2021061618;    3;   0.0;   0;-999;eor
       4878;2021061619;    3;   0.0;   0;-999;eor
       4878;2021061620;    3;   0.0;   0;-999;eor
       4878;2021061621;    3;   0.0;   0;-999;eor
       4878;2021061622;    3;   0.0;   0;-999;eor
       4878;2021061623;    3;   0.0;   0;-999;eor
       4878;2021061700;    3;   0.0;   0;-999;eor
       4878;2021061701;    3;   0.0;   0;-999;eor
       4878;2021061702;    3;   0.0;   0;-999;eor
       4878;2021061703;    3;   0.0;   0;-999;eor
       4878;2021061704;    3;   0.0;   0;-999;eor
       4878;2021061705;    3;   0.0;   0;-999;eor
       4878;2021061706;    3;   0.0;   0;-999;eor
       4878;2021061707;    3;   0.0;   0;-999;eor
       4878;2021061708;    3;   0.0;   0;-999;eor
       4878;2021061709;    3;   0.0;   0;-999;eor
       4878;2021061710;    3;   0.0;   0;-999;eor
       4878;2021061711;    3;   0.0;   0;-999;eor
       4878;2021061712;    3;   0.0;   0;-999;eor
       4878;2021061713;    3;   0.0;   0;-999;eor
       4878;2021061714;    3;   0.0;   0;-999;eor
       4878;2021061715;    3;   0.0;   0;-999;eor
       4878;2021061716;    3;   0.0;   0;-999;eor
       4878;2021061717;    3;   0.0;   0;-999;eor
       4878;2021061718;    3;   0.0;   0;-999;eor
       4878;2021061719;    3;   0.0;   0;-999;eor
       4878;2021061720;    3;   0.0;   0;-999;eor
       4878;2021061721;    3;   0.0;   0;-999;eor
       4878;2021061722;    3;   0.0;   0;-999;eor
       4878;2021061723;    3;   0.0;   0;-999;eor
       4878;2021061800;    3;   0.0;   0;-999;eor
       4878;2021061801;    3;   0.0;   0;-999;eor
       4878;2021061802;    3;   0.0;   0;-999;eor
       4878;2021061803;    3;   0.0;   0;-999;eor
       4878;2021061804;    3;   0.0;   0;-999;eor
       4878;2021061805;    3;   0.0;   0;-999;eor
       4878;2021061806;    3;   0.0;   0;-999;eor
       4878;2021061807;    3;   0.0;   0;-999;eor
       4878;2021061808;    3;   0.0;   0;-999;eor
       4878;2021061809;    3;   0.0;   0;-999;eor
       4878;2021061810;    3;   0.0;   0;-999;eor
       4878;2021061811;    3;   0.0;   0;-999;eor
       4878;2021061812;    3;   0.0;   0;-999;eor
       4878;2021061813;    3;   0.0;   0;-999;eor
       4878;2021061814;    3;   0.0;   0;-999;eor
       4878;2021061815;    3;   0.0;   0;-999;eor
       4878;2021061816;    3;   0.0;   0;-999;eor
       4878;2021061817;    3;   0.0;   0;-999;eor
       4878;2021061818;    3;   0.0;   0;-999;eor
       4878;2021061819;    3;   0.0;   0;-999;eor
       4878;2021061820;    3;   0.0;   0;-999;eor
       4878;2021061821;    3;   0.0;   0;-999;eor
       4878;2021061822;    3;   0.0;   0;-999;eor
       4878;2021061823;    3;   0.0;   0;-999;eor
       4878;2021061900;    3;   0.0;   0;-999;eor
       4878;2021061901;    3;   0.0;   0;-999;eor
       4878;2021061902;    3;   0.0;   0;-999;eor
       4878;2021061903;    3;   0.0;   0;-999;eor
       4878;2021061904;    3;   0.0;   0;-999;eor
       4878;2021061905;    3;   0.0;   0;-999;eor
       4878;2021061906;    3;   0.0;   0;-999;eor
       4878;2021061907;    3;   0.0;   0;-999;eor
       4878;2021061908;    3;   0.0;   0;-999;eor
       4878;2021061909;    3;   0.0;   0;-999;eor
       4878;2021061910;    3;   0.0;   0;-999;eor
       4878;2021061911;    3;   0.0;   0;-999;eor
       4878;2021061912;    3;   0.0;   0;-999;eor
       4878;2021061913;    3;   0.0;   0;-999;eor
       4878;2021061914;    3;   0.0;   0;-999;eor
       4878;2021061915;    3;   0.0;   0;-999;eor
       4878;2021061916;    3;   0.0;   0;-999;eor
       4878;2021061917;    3;   0.0;   0;-999;eor
       4878;2021061918;    3;   0.0;   0;-999;eor
       4878;2021061919;    3;   0.0;   0;-999;eor
       4878;2021061920;    3;   0.0;   0;-999;eor
       4878;2021061921;    3;   0.0;   0;-999;eor
       4878;2021061922;    3;   0.0;   0;-999;eor
       4878;2021061923;    3;   0.0;   0;-999;eor
       4878;2021062000;    3;   0.0;   0;-999;eor
       4878;2021062001;    3;   0.0;   0;-999;eor
       4878;2021062002;    3;   0.0;   0;-999;eor
       4878;2021062003;    3;   0.0;   0;-999;eor
       4878;2021062004;    3;   0.0;   0;-999;eor
       4878;2021062005;    3;   0.0;   0;-999;eor
       4878;2021062006;    3;   0.0;   0;-999;eor
       4878;2021062007;    3;   0.0;   0;-999;eor
       4878;2021062008;    3;   0.0;   0;-999;eor
       4878;2021062009;    3;   0.0;   0;-999;eor
       4878;2021062010;    3;   0.0;   0;-999;eor
       4878;2021062011;    3;   0.0;   0;-999;eor
       4878;2021062012;    3;   0.0;   0;-999;eor
       4878;2021062013;    3;   0.0;   0;-999;eor
       4878;2021062014;    3;   0.0;   0;-999;eor
       4878;2021062015;    3;   0.0;   0;-999;eor
       4878;2021062016;    3;   0.0;   0;-999;eor
       4878;2021062017;    3;   0.0;   0;-999;eor
       4878;2021062018;    3;   0.0;   0;-999;eor
       4878;2021062019;    3;   0.0;   0;-999;eor
       4878;2021062020;    3;   0.0;   0;-999;eor
       4878;2021062021;    3;   0.0;   0;-999;eor
       4878;2021062022;    3;   0.0;   0;-999;eor
       4878;2021062023;    3;   1.1;   1;-999;eor
       4878;2021062100;    3;   4.8;   1;-999;eor
       4878;2021062101;    3;   6.7;   1;-999;eor
       4878;2021062102;    3;   3.5;   1;-999;eor
       4878;2021062103;    3;   0.0;   1;-999;eor
       4878;2021062104;    3;   0.0;   0;-999;eor
       4878;2021062105;    3;   0.0;   1;-999;eor
       4878;2021062106;    3;   0.0;   0;-999;eor
       4878;2021062107;    3;   0.0;   0;-999;eor
       4878;2021062108;    3;   0.0;   0;-999;eor
       4878;2021062109;    3;   0.0;   0;-999;eor
       4878;2021062110;    3;   0.0;   0;-999;eor
       4878;2021062111;    3;   0.0;   0;-999;eor
       4878;2021062112;    3;   0.0;   0;-999;eor
       4878;2021062113;    3;   0.0;   0;-999;eor
       4878;2021062114;    3;   0.0;   0;-999;eor
       4878;2021062115;    3;   0.0;   0;-999;eor
       4878;2021062116;    3;   0.0;   0;-999;eor
       4878;2021062117;    3;   0.0;   0;-999;eor
       4878;2021062118;    3;   0.0;   0;-999;eor
       4878;2021062119;    3;   0.0;   0;-999;eor
       4878;2021062120;    3;   0.0;   0;-999;eor
       4878;2021062121;    3;   0.0;   0;-999;eor
       4878;2021062122;    3;   0.0;   0;-999;eor
       4878;2021062123;    3;   0.0;   0;-999;eor
       4878;2021062200;    3;   0.0;   0;-999;eor
       4878;2021062201;    3;   0.0;   0;-999;eor
       4878;2021062202;    3;   0.0;   0;-999;eor
       4878;2021062203;    3;   0.0;   0;-999;eor
       4878;2021062204;    3;   0.0;   0;-999;eor
       4878;2021062205;    3;   0.0;   0;-999;eor
       4878;2021062206;    3;   0.0;   0;-999;eor
       4878;2021062207;    3;   0.0;   0;-999;eor
       4878;2021062208;    3;   0.0;   0;-999;eor
       4878;2021062209;    3;   0.0;   0;-999;eor
       4878;2021062210;    3;   0.0;   0;-999;eor
       4878;2021062211;    3;   0.0;   0;-999;eor
       4878;2021062212;    3;   0.0;   0;-999;eor
       4878;2021062213;    3;   0.0;   0;-999;eor
       4878;2021062214;    3;   0.0;   0;-999;eor
       4878;2021062215;    3;   0.0;   0;-999;eor
       4878;2021062216;    3;   0.0;   0;-999;eor
       4878;2021062217;    3;   0.0;   0;-999;eor
       4878;2021062218;    3;   0.0;   0;-999;eor
       4878;2021062219;    3;   0.0;   0;-999;eor
       4878;2021062220;    3;   0.0;   0;-999;eor
       4878;2021062221;    3;   0.0;   0;-999;eor
       4878;2021062222;    3;   0.0;   0;-999;eor
       4878;2021062223;    3;   0.0;   0;-999;eor
       4878;2021062300;    3;   0.0;   0;-999;eor
       4878;2021062301;    3;   0.0;   0;-999;eor
       4878;2021062302;    3;   0.0;   0;-999;eor
       4878;2021062303;    3;   0.0;   0;-999;eor
       4878;2021062304;    3;   0.0;   0;-999;eor
       4878;2021062305;    3;   0.0;   0;-999;eor
       4878;2021062306;    3;   0.0;   0;-999;eor
       4878;2021062307;    3;   0.0;   0;-999;eor
       4878;2021062308;    3;   0.0;   0;-999;eor
       4878;2021062309;    3;   0.0;   0;-999;eor
       4878;2021062310;    3;   0.0;   0;-999;eor
       4878;2021062311;    3;   0.0;   0;-999;eor
       4878;2021062312;    3;   0.0;   0;-999;eor
       4878;2021062313;    3;   0.0;   0;-999;eor
       4878;2021062314;    3;   0.0;   0;-999;eor
       4878;2021062315;    3;   0.0;   0;-999;eor
       4878;2021062316;    3;   0.0;   0;-999;eor
       4878;2021062317;    3;   0.0;   0;-999;eor
       4878;2021062318;    3;   0.0;   0;-999;eor
       4878;2021062319;    3;   0.0;   0;-999;eor
       4878;2021062320;    3;   0.0;   0;-999;eor
       4878;2021062321;    3;   0.0;   0;-999;eor
       4878;2021062322;    3;   0.0;   0;-999;eor
       4878;2021062323;    3;   0.0;   0;-999;eor
       4878;2021062400;    3;   0.0;   0;-999;eor
       4878;2021062401;    3;   0.0;   0;-999;eor
       4878;2021062402;    3;   0.0;   0;-999;eor
       4878;2021062403;    3;   0.0;   0;-999;eor
       4878;2021062404;    3;   0.0;   0;-999;eor
       4878;2021062405;    3;   0.0;   0;-999;eor
       4878;2021062406;    3;   0.0;   0;-999;eor
       4878;2021062407;    3;   0.0;   0;-999;eor
       4878;2021062408;    3;   0.0;   0;-999;eor
       4878;2021062409;    3;   0.0;   0;-999;eor
       4878;2021062410;    3;   0.0;   0;-999;eor
       4878;2021062411;    3;   0.0;   0;-999;eor
       4878;2021062412;    3;   0.0;   0;-999;eor
       4878;2021062413;    3;   0.0;   0;-999;eor
       4878;2021062414;    3;   0.0;   0;-999;eor
       4878;2021062415;    3;   0.0;   0;-999;eor
       4878;2021062416;    3;   0.0;   1;-999;eor
       4878;2021062417;    3;   0.7;   1;-999;eor
       4878;2021062418;    3;   0.1;   1;-999;eor
       4878;2021062419;    3;   0.0;   0;-999;eor
       4878;2021062420;    3;   0.0;   0;-999;eor
       4878;2021062421;    3;   0.0;   0;-999;eor
       4878;2021062422;    3;   0.0;   1;-999;eor
       4878;2021062423;    3;   0.3;   1;-999;eor
       4878;2021062500;    3;   0.9;   1;-999;eor
       4878;2021062501;    3;   0.1;   1;-999;eor
       4878;2021062502;    3;   0.0;   0;-999;eor
       4878;2021062503;    3;   0.0;   0;-999;eor
       4878;2021062504;    3;   0.0;   0;-999;eor
       4878;2021062505;    3;   0.0;   0;-999;eor
       4878;2021062506;    3;   0.1;   1;-999;eor
